午休	900	901	33	109	3	2
吃早饭	919	920	104	109	3	2
午休	924	925	33	109	3	2
吃早饭	943	944	104	109	3	2
午休	948	949	33	109	3	2
吃早饭	967	968	104	109	3	2
午休	972	973	33	109	3	2
打篮球	979	980	49	109	3	3
吃早饭	991	992	104	109	3	2
游泳	995	996	109	109	3	3
午休	996	997	33	109	3	2
吃早饭	1015	1016	104	109	3	2
午休	1020	1021	33	109	3	2
吃早饭	1039	1040	104	109	3	2
午休	1044	1045	33	109	3	2
吃早饭	1063	1064	104	109	3	2
午休	1068	1069	33	109	3	2
吃早饭	1087	1088	104	109	3	2
午休	1092	1093	33	109	3	2
吃早饭	1111	1112	104	109	3	2
午休	1116	1117	33	109	3	2
吃早饭	1135	1136	104	109	3	2
午休	1140	1141	33	109	3	2
打篮球	1147	1148	49	109	3	3
吃早饭	1159	1160	104	109	3	2
游泳	1163	1164	109	109	3	3
午休	1164	1165	33	109	3	2
吃早饭	1183	1184	104	109	3	2
午休	1188	1189	33	109	3	2
吃早饭	1207	1208	104	109	3	2
午休	1212	1213	33	109	3	2
吃早饭	1231	1232	104	109	3	2
午休	1236	1237	33	109	3	2
吃早饭	1255	1256	104	109	3	2
午休	1260	1261	33	109	3	2
吃早饭	1279	1280	104	109	3	2
午休	1284	1285	33	109	3	2
吃早饭	1303	1304	104	109	3	2
午休	1308	1309	33	109	3	2
打篮球	1315	1316	49	109	3	3
吃早饭	1327	1328	104	109	3	2
游泳	1331	1332	109	109	3	3
午休	1332	1333	33	109	3	2
吃早饭	1351	1352	104	109	3	2
午休	1356	1357	33	109	3	2
吃早饭	1375	1376	104	109	3	2
午休	1380	1381	33	109	3	2
吃早饭	1399	1400	104	109	3	2
午休	1404	1405	33	109	3	2
吃早饭	1423	1424	104	109	3	2
午休	1428	1429	33	109	3	2
吃早饭	1447	1448	104	109	3	2
午休	1452	1453	33	109	3	2
吃早饭	1471	1472	104	109	3	2
午休	1476	1477	33	109	3	2
打篮球	1483	1484	49	109	3	3
吃早饭	1495	1496	104	109	3	2
游泳	1499	1500	109	109	3	3
午休	1500	1501	33	109	3	2
吃早饭	1519	1520	104	109	3	2
午休	1524	1525	33	109	3	2
吃早饭	1543	1544	104	109	3	2
午休	1548	1549	33	109	3	2
吃早饭	1567	1568	104	109	3	2
午休	1572	1573	33	109	3	2
吃早饭	1591	1592	104	109	3	2
午休	1596	1597	33	109	3	2
吃早饭	1615	1616	104	109	3	2
午休	1620	1621	33	109	3	2
吃早饭	1639	1640	104	109	3	2
午休	1644	1645	33	109	3	2
打篮球	1651	1652	49	109	3	3
吃早饭	1663	1664	104	109	3	2
游泳	1667	1668	109	109	3	3
午休	1668	1669	33	109	3	2
吃早饭	1687	1688	104	109	3	2
午休	1692	1693	33	109	3	2
吃早饭	1711	1712	104	109	3	2
午休	1716	1717	33	109	3	2
吃早饭	1735	1736	104	109	3	2
午休	1740	1741	33	109	3	2
吃早饭	1759	1760	104	109	3	2
午休	1764	1765	33	109	3	2
吃早饭	1783	1784	104	109	3	2
午休	1788	1789	33	109	3	2
吃早饭	1807	1808	104	109	3	2
午休	1812	1813	33	109	3	2
打篮球	1819	1820	49	109	3	3
吃早饭	1831	1832	104	109	3	2
游泳	1835	1836	109	109	3	3
午休	1836	1837	33	109	3	2
吃早饭	1855	1856	104	109	3	2
午休	1860	1861	33	109	3	2
吃早饭	1879	1880	104	109	3	2
午休	1884	1885	33	109	3	2
吃早饭	1903	1904	104	109	3	2
午休	1908	1909	33	109	3	2
吃早饭	1927	1928	104	109	3	2
午休	1932	1933	33	109	3	2
吃早饭	1951	1952	104	109	3	2
午休	1956	1957	33	109	3	2
吃早饭	1975	1976	104	109	3	2
午休	1980	1981	33	109	3	2
打篮球	1987	1988	49	109	3	3
吃早饭	1999	2000	104	109	3	2
游泳	2003	2004	109	109	3	3
午休	2004	2005	33	109	3	2
吃早饭	2023	2024	104	109	3	2
午休	2028	2029	33	109	3	2
吃早饭	2047	2048	104	109	3	2
午休	2052	2053	33	109	3	2
吃早饭	2071	2072	104	109	3	2
午休	2076	2077	33	109	3	2
吃早饭	2095	2096	104	109	3	2
午休	2100	2101	33	109	3	2
吃早饭	2119	2120	104	109	3	2
午休	2124	2125	33	109	3	2
吃早饭	2143	2144	104	109	3	2
午休	2148	2149	33	109	3	2
打篮球	2155	2156	49	109	3	3
吃早饭	2167	2168	104	109	3	2
游泳	2171	2172	109	109	3	3
午休	2172	2173	33	109	3	2
吃早饭	2191	2192	104	109	3	2
午休	2196	2197	33	109	3	2
吃早饭	2215	2216	104	109	3	2
午休	2220	2221	33	109	3	2
吃早饭	2239	2240	104	109	3	2
午休	2244	2245	33	109	3	2
吃早饭	2263	2264	104	109	3	2
午休	2268	2269	33	109	3	2
吃早饭	2287	2288	104	109	3	2
午休	2292	2293	33	109	3	2
吃早饭	2311	2312	104	109	3	2
午休	2316	2317	33	109	3	2
打篮球	2323	2324	49	109	3	3
吃早饭	2335	2336	104	109	3	2
游泳	2339	2340	109	109	3	3
午休	2340	2341	33	109	3	2
吃早饭	2359	2360	104	109	3	2
午休	2364	2365	33	109	3	2
吃早饭	2383	2384	104	109	3	2
午休	2388	2389	33	109	3	2
吃早饭	2407	2408	104	109	3	2
午休	2412	2413	33	109	3	2
吃早饭	2431	2432	104	109	3	2
午休	2436	2437	33	109	3	2
吃早饭	2455	2456	104	109	3	2
午休	2460	2461	33	109	3	2
吃早饭	2479	2480	104	109	3	2
午休	2484	2485	33	109	3	2
打篮球	2491	2492	49	109	3	3
吃早饭	2503	2504	104	109	3	2
游泳	2507	2508	109	109	3	3
午休	2508	2509	33	109	3	2
吃早饭	2527	2528	104	109	3	2
午休	2532	2533	33	109	3	2
吃早饭	2551	2552	104	109	3	2
午休	2556	2557	33	109	3	2
吃早饭	2575	2576	104	109	3	2
午休	2580	2581	33	109	3	2
吃早饭	2599	2600	104	109	3	2
午休	2604	2605	33	109	3	2
吃早饭	2623	2624	104	109	3	2
午休	2628	2629	33	109	3	2
吃早饭	2647	2648	104	109	3	2
午休	2652	2653	33	109	3	2
打篮球	2659	2660	49	109	3	3
吃早饭	2671	2672	104	109	3	2
游泳	2675	2676	109	109	3	3
午休	2676	2677	33	109	3	2
吃早饭	2695	2696	104	109	3	2
午休	2700	2701	33	109	3	2
吃早饭	2719	2720	104	109	3	2
午休	2724	2725	33	109	3	2
吃早饭	2743	2744	104	109	3	2
午休	2748	2749	33	109	3	2
吃早饭	2767	2768	104	109	3	2
午休	2772	2773	33	109	3	2
吃早饭	2791	2792	104	109	3	2
午休	2796	2797	33	109	3	2
吃早饭	2815	2816	104	109	3	2
午休	2820	2821	33	109	3	2
打篮球	2827	2828	49	109	3	3
吃早饭	2839	2840	104	109	3	2
游泳	2843	2844	109	109	3	3
午休	2844	2845	33	109	3	2
吃早饭	2863	2864	104	109	3	2
午休	2868	2869	33	109	3	2
吃早饭	2887	2888	104	109	3	2
午休	2892	2893	33	109	3	2
吃早饭	2911	2912	104	109	3	2
午休	2916	2917	33	109	3	2
吃早饭	2935	2936	104	109	3	2
午休	2940	2941	33	109	3	2
吃早饭	2959	2960	104	109	3	2
午休	2964	2965	33	109	3	2
吃早饭	2983	2984	104	109	3	2
午休	2988	2989	33	109	3	2
打篮球	2995	2996	49	109	3	3
吃早饭	3007	3008	104	109	3	2
游泳	3011	3012	109	109	3	3
午休	3012	3013	33	109	3	2
吃早饭	3031	3032	104	109	3	2
午休	3036	3037	33	109	3	2
吃早饭	3055	3056	104	109	3	2
午休	3060	3061	33	109	3	2
吃早饭	3079	3080	104	109	3	2
午休	3084	3085	33	109	3	2
吃早饭	3103	3104	104	109	3	2
午休	3108	3109	33	109	3	2
吃早饭	3127	3128	104	109	3	2
午休	3132	3133	33	109	3	2
吃早饭	3151	3152	104	109	3	2
午休	3156	3157	33	109	3	2
打篮球	3163	3164	49	109	3	3
吃早饭	3175	3176	104	109	3	2
游泳	3179	3180	109	109	3	3
午休	3180	3181	33	109	3	2
