午休	1980	1981	33	108	3	2
打篮球	1987	1988	49	108	3	3
吃早饭	1999	2000	104	108	3	2
游泳	2003	2004	109	108	3	3
午休	2004	2005	33	108	3	2
吃早饭	2023	2024	104	108	3	2
午休	2028	2029	33	108	3	2
吃早饭	2047	2048	104	108	3	2
午休	2052	2053	33	108	3	2
吃早饭	2071	2072	104	108	3	2
午休	2076	2077	33	108	3	2
吃早饭	2095	2096	104	108	3	2
午休	2100	2101	33	108	3	2
吃早饭	2119	2120	104	108	3	2
午休	2124	2125	33	108	3	2
吃早饭	2143	2144	104	108	3	2
午休	2148	2149	33	108	3	2
打篮球	2155	2156	49	108	3	3
吃早饭	2167	2168	104	108	3	2
游泳	2171	2172	109	108	3	3
午休	2172	2173	33	108	3	2
吃早饭	2191	2192	104	108	3	2
午休	2196	2197	33	108	3	2
吃早饭	2215	2216	104	108	3	2
午休	2220	2221	33	108	3	2
吃早饭	2239	2240	104	108	3	2
午休	2244	2245	33	108	3	2
吃早饭	2263	2264	104	108	3	2
午休	2268	2269	33	108	3	2
吃早饭	2287	2288	104	108	3	2
午休	2292	2293	33	108	3	2
吃早饭	2311	2312	104	108	3	2
午休	2316	2317	33	108	3	2
打篮球	2323	2324	49	108	3	3
吃早饭	2335	2336	104	108	3	2
游泳	2339	2340	109	108	3	3
午休	2340	2341	33	108	3	2
吃早饭	2359	2360	104	108	3	2
午休	2364	2365	33	108	3	2
吃早饭	2383	2384	104	108	3	2
午休	2388	2389	33	108	3	2
吃早饭	2407	2408	104	108	3	2
午休	2412	2413	33	108	3	2
吃早饭	2431	2432	104	108	3	2
午休	2436	2437	33	108	3	2
吃早饭	2455	2456	104	108	3	2
午休	2460	2461	33	108	3	2
吃早饭	2479	2480	104	108	3	2
午休	2484	2485	33	108	3	2
打篮球	2491	2492	49	108	3	3
吃早饭	2503	2504	104	108	3	2
游泳	2507	2508	109	108	3	3
午休	2508	2509	33	108	3	2
吃早饭	2527	2528	104	108	3	2
午休	2532	2533	33	108	3	2
吃早饭	2551	2552	104	108	3	2
午休	2556	2557	33	108	3	2
吃早饭	2575	2576	104	108	3	2
午休	2580	2581	33	108	3	2
吃早饭	2599	2600	104	108	3	2
午休	2604	2605	33	108	3	2
吃早饭	2623	2624	104	108	3	2
午休	2628	2629	33	108	3	2
吃早饭	2647	2648	104	108	3	2
午休	2652	2653	33	108	3	2
打篮球	2659	2660	49	108	3	3
吃早饭	2671	2672	104	108	3	2
游泳	2675	2676	109	108	3	3
午休	2676	2677	33	108	3	2
吃早饭	2695	2696	104	108	3	2
午休	2700	2701	33	108	3	2
吃早饭	2719	2720	104	108	3	2
午休	2724	2725	33	108	3	2
吃早饭	2743	2744	104	108	3	2
午休	2748	2749	33	108	3	2
吃早饭	2767	2768	104	108	3	2
午休	2772	2773	33	108	3	2
吃早饭	2791	2792	104	108	3	2
午休	2796	2797	33	108	3	2
吃早饭	2815	2816	104	108	3	2
午休	2820	2821	33	108	3	2
打篮球	2827	2828	49	108	3	3
吃早饭	2839	2840	104	108	3	2
游泳	2843	2844	109	108	3	3
午休	2844	2845	33	108	3	2
吃早饭	2863	2864	104	108	3	2
午休	2868	2869	33	108	3	2
吃早饭	2887	2888	104	108	3	2
午休	2892	2893	33	108	3	2
吃早饭	2911	2912	104	108	3	2
午休	2916	2917	33	108	3	2
吃早饭	2935	2936	104	108	3	2
午休	2940	2941	33	108	3	2
吃早饭	2959	2960	104	108	3	2
午休	2964	2965	33	108	3	2
吃早饭	2983	2984	104	108	3	2
午休	2988	2989	33	108	3	2
打篮球	2995	2996	49	108	3	3
吃早饭	3007	3008	104	108	3	2
游泳	3011	3012	109	108	3	3
午休	3012	3013	33	108	3	2
吃早饭	3031	3032	104	108	3	2
午休	3036	3037	33	108	3	2
吃早饭	3055	3056	104	108	3	2
午休	3060	3061	33	108	3	2
吃早饭	3079	3080	104	108	3	2
午休	3084	3085	33	108	3	2
吃早饭	3103	3104	104	108	3	2
午休	3108	3109	33	108	3	2
吃早饭	3127	3128	104	108	3	2
午休	3132	3133	33	108	3	2
吃早饭	3151	3152	104	108	3	2
午休	3156	3157	33	108	3	2
打篮球	3163	3164	49	108	3	3
吃早饭	3175	3176	104	108	3	2
游泳	3179	3180	109	108	3	3
午休	3180	3181	33	108	3	2
